ACCIDENT_NO,LATITUDE,LONGITUDE,LOCATION
T20220025135,-38.162495,147.086154,WELLINGTON
T20220021241,-37.575654,143.803108,BALLARAT
T20220021296,-37.621974,144.705025,MELTON
T20220025317,-37.98389,145.200408,GREATER DANDENONG
T20220021294,-36.470076,146.195208,WANGARATTA
T20220021283,-37.637484,145.095677,WHITTLESEA
T20220021272,-37.809751,144.807986,BRIMBANK
T20220022860,-38.072199,145.195139,FRANKSTON
T20220021281,-38.152953,144.358125,GREATER GEELONG
T20220021354,-37.768858,144.937235,MOONEE VALLEY
T20220022892,-37.842513,145.069453,BOROONDARA
T20220022430,-37.662004,145.010871,WHITTLESEA
T20220021279,-37.694255,144.915278,HUME
T20220021404,-37.778349,144.840462,BRIMBANK
T20220021276,-37.746528,145.016326,DAREBIN
T20220025797,-37.815219,144.808244,BRIMBANK
T20220021344,-37.813741,144.99536,YARRA
T20220025655,-37.864232,144.602571,WYNDHAM
T20220021343,-38.049209,144.168664,GOLDEN PLAINS
T20220021270,-38.221661,144.356315,GREATER GEELONG
T20220021269,-37.820465,145.098313,BOROONDARA
T20220021499,-37.581661,144.91482,HUME
T20220021659,-37.575782,144.907521,HUME
T20220021322,-38.077695,145.239726,CASEY
T20220021321,-37.691671,144.756873,BRIMBANK
T20220021318,-37.656112,145.079942,WHITTLESEA
T20220021263,-38.292072,144.374885,SURF COAST
T20220021317,-37.602295,144.946437,HUME
T20220021314,-38.377445,142.483272,WARRNAMBOOL
T20220021312,-38.109491,143.655918,COLAC OTWAY
T20220021311,-37.902217,145.330041,YARRA RANGES
T20220021310,-37.827135,147.62694,EAST GIPPSLAND
T20220021307,-36.48124,146.154447,BENALLA
T20220021304,-37.665423,144.408933,MOORABOOL
T20220021301,-37.848348,145.2302,KNOX
T20220021261,-37.780001,145.364135,YARRA RANGES
T20220021247,-37.8445,145.0371,STONNINGTON
T20220021717,-37.828792,145.122285,WHITEHORSE
T20220021255,-36.810941,142.039409,HORSHAM
T20220021245,-37.80473,144.935294,MELBOURNE
T20220021949,-37.79303,144.975719,YARRA
T20220021251,-37.619456,144.993957,WHITTLESEA
T20220021300,-37.771153,144.957976,MERRI-BEK
T20220021377,-37.739856,145.240949,MANNINGHAM
T20220021594,-37.164585,145.923855,MANSFIELD
T20220021576,-37.925877,145.267899,KNOX
T20220022361,-37.832146,145.063605,BOROONDARA
T20220021375,-37.793707,144.985054,YARRA
T20220021371,-38.017635,145.178666,GREATER DANDENONG
T20220021368,-37.561386,143.885206,BALLARAT
T20220021355,-38.041471,145.304208,CASEY
T20220021886,-37.824951,144.881132,MARIBYRNONG
T20220021418,-37.96868,145.203486,GREATER DANDENONG
T20220023157,-37.809144,145.140558,WHITEHORSE
T20220021352,-38.024455,144.401166,GREATER GEELONG
T20220021349,-37.665461,144.407516,MOORABOOL
T20220021346,-37.810544,145.269613,MAROONDAH
T20220021385,-37.534425,143.841287,BALLARAT
T20220021341,-36.766958,144.28022,GREATER BENDIGO
T20220021334,-37.831006,144.881581,HOBSONS BAY
T20220021331,-37.74759,144.965501,MERRI-BEK
T20220023220,-37.824835,144.877047,MARIBYRNONG
T20220022019,-37.781887,145.325047,YARRA RANGES
T20220021409,-37.876741,144.998038,PORT PHILLIP
T20220021437,-37.816285,144.816919,WYNDHAM
T20220025854,-38.193771,145.221133,CASEY
T20220021632,-37.776967,144.828735,BRIMBANK
T20220021394,-37.587527,145.215168,NILLUMBIK
T20220021392,-37.765262,144.923727,MOONEE VALLEY
T20220021389,-38.003629,145.14217,GREATER DANDENONG
T20220021386,-36.552251,146.971456,ALPINE
T20220021384,-38.109978,144.334657,GREATER GEELONG
T20220021382,-38.085212,145.277914,CASEY
T20220022864,-37.651307,145.017287,WHITTLESEA
T20220021439,-37.793543,144.847435,MARIBYRNONG
T20220021438,-37.770831,144.789551,BRIMBANK
T20220025350,-37.378672,145.024419,MITCHELL
T20220021503,-37.445427,143.911747,HEPBURN
T20220022322,-37.695011,145.010819,DAREBIN
T20220023426,-38.083312,145.483335,CARDINIA
T20220021436,-37.803796,144.956337,MELBOURNE
T20220021435,-37.924554,145.233806,KNOX
T20220021428,-37.743949,145.373285,YARRA RANGES
T20220021698,-37.733336,145.034787,DAREBIN
T20220021472,-37.949125,146.120618,BAW BAW
T20220021943,-37.780985,144.871758,MARIBYRNONG
T20220021484,-37.839647,144.933463,PORT PHILLIP
T20220021422,-37.82733,147.618806,EAST GIPPSLAND
T20220021467,-36.705155,144.316158,GREATER BENDIGO
T20220021482,-38.160582,144.350404,GREATER GEELONG
T20220021480,-37.740135,145.023428,DAREBIN
T20220021475,-37.679139,144.933392,HUME
T20220021587,-38.119927,145.337192,CASEY
T20220021592,-37.073776,145.572554,MURRINDINDI
T20220023022,-37.713046,145.045876,DAREBIN
T20220022507,-36.546516,146.752598,ALPINE
T20220023030,-37.695781,144.924989,MERRI-BEK
T20230016808,-37.823669,144.989005,MELBOURNE
T20220021424,-37.779873,144.113687,MOORABOOL
T20220021423,-36.749115,144.289822,GREATER BENDIGO
T20220021406,-38.091271,144.373233,GREATER GEELONG
T20220021410,-37.791236,145.263218,MAROONDAH
T20220021411,-37.886857,145.109946,MONASH
T20220021415,-37.863321,144.688944,WYNDHAM
T20220021417,-37.720861,144.936541,MERRI-BEK
T20220023227,-37.47093,145.239427,MURRINDINDI
T20220021459,-37.735429,145.013181,DAREBIN
T20220021772,-37.746107,144.839149,BRIMBANK
T20220021420,-37.79993,144.955383,MELBOURNE
T20220021421,-38.17484,144.462785,GREATER GEELONG
T20220021492,-38.082284,145.276516,CASEY
T20220021460,-37.900492,145.294582,KNOX
T20220021461,-36.194564,146.955473,WODONGA
T20220021456,-37.905188,145.161098,MONASH
T20220021455,-38.043396,145.273593,CASEY
T20220021471,-37.884652,145.00362,GLEN EIRA
T20220021453,-37.745078,144.828157,BRIMBANK
T20220021451,-37.561711,145.31584,NILLUMBIK
T20220021450,-36.764533,144.269235,GREATER BENDIGO
T20230021626,-38.208037,146.15139,BAW BAW
T20220021449,-38.356286,144.902918,MORNINGTON PENINSULA
T20220021465,-37.942597,145.21001,GREATER DANDENONG
T20220021445,-38.161316,144.299115,GREATER GEELONG
T20220021444,-37.699997,145.001632,DAREBIN
T20220022920,-37.830614,144.987831,MELBOURNE
T20220021522,-36.808027,144.368439,GREATER BENDIGO
T20220021546,-37.540283,143.831279,BALLARAT
T20220023192,-37.826261,144.989647,YARRA
T20220024176,-37.636682,144.881142,HUME
T20220021822,-37.725231,145.72321,YARRA RANGES
T20220021528,-37.891878,145.07882,MONASH
T20220021578,-37.846997,144.94697,PORT PHILLIP
T20220021511,-37.793727,144.958463,MELBOURNE
T20220021533,-36.162516,145.877574,MOIRA
T20220022914,-37.897523,145.019956,GLEN EIRA
T20220021515,-36.244841,142.395895,YARRIAMBIACK
T20220021609,-37.864532,145.331609,YARRA RANGES
T20220021491,-38.224623,145.099874,MORNINGTON PENINSULA
T20220021502,-36.713947,144.49052,GREATER BENDIGO
T20220021784,-37.697883,145.059063,BANYULE
T20220021493,-37.879665,147.853754,EAST GIPPSLAND
T20220021534,-38.194226,146.525577,LATROBE
T20220021536,-36.753271,144.275064,GREATER BENDIGO
T20220021537,-38.159914,145.318567,CASEY
T20220021552,-38.071938,145.194822,GREATER DANDENONG
T20220021540,-37.827873,144.817356,WYNDHAM
T20220021543,-37.744706,144.80386,BRIMBANK
T20220021545,-37.903333,144.65772,WYNDHAM
T20220021506,-37.794585,145.721249,YARRA RANGES
T20220021551,-37.837729,145.352643,YARRA RANGES
T20220021549,-37.808121,145.227313,MAROONDAH
T20220021508,-37.733343,144.958381,MERRI-BEK
T20220021486,-37.883902,144.998008,GLEN EIRA
T20220021523,-38.057868,145.357749,CASEY
T20220029281,-37.155657,145.159192,MITCHELL
T20220021762,-38.076161,145.413293,CARDINIA
T20220021568,-38.064983,145.444484,CARDINIA
T20220021574,-37.550483,145.728118,MURRINDINDI
T20220021575,-37.864472,144.908634,HOBSONS BAY
T20220021929,-37.717959,144.926552,MERRI-BEK
T20220024936,-37.881613,145.393263,YARRA RANGES
T20220021903,-36.942786,142.559425,NORTHERN GRAMPIANS
T20220021852,-37.817304,144.999405,YARRA
T20220022043,-36.938997,147.059364,ALPINE
T20220021669,-37.885669,145.081029,STONNINGTON
T20220021582,-37.775527,145.294463,MAROONDAH
T20220021585,-37.734418,144.850129,BRIMBANK
T20220021597,-37.712439,149.21982,EAST GIPPSLAND
T20220021599,-37.525258,145.851166,LAKE MOUNTAIN ALPINE RESORT (UNINC)
T20220021605,-38.471749,145.947115,SOUTH GIPPSLAND
T20220021608,-37.933006,145.00344,BAYSIDE
T20220021625,-38.303363,145.183622,MORNINGTON PENINSULA
T20220023053,-37.789678,145.309332,YARRA RANGES
T20220021624,-37.934818,145.048467,KINGSTON
T20220021623,-37.716589,144.69246,MELTON
T20220021670,-36.354231,145.402042,GREATER SHEPPARTON
T20220021652,-36.897541,145.904601,BENALLA
T20220021590,-38.354224,144.923926,MORNINGTON PENINSULA
T20220021612,-38.075085,145.437472,CARDINIA
T20220021619,-36.002848,144.096193,LODDON
T20220021614,-38.09704,145.274498,CASEY
T20220021584,-37.862634,145.00071,PORT PHILLIP
T20220021561,-38.35077,146.320014,LATROBE
T20220021566,-37.780333,144.747336,MELTON
T20220022014,-37.782945,145.019768,YARRA
T20220021735,-38.152945,145.157504,FRANKSTON
T20220021718,-37.072152,145.571173,MURRINDINDI
T20220021662,-37.807339,145.177677,WHITEHORSE
T20220021648,-37.667249,144.954766,HUME
T20220021658,-36.730358,144.262891,GREATER BENDIGO
T20220021653,-37.769961,145.377603,YARRA RANGES
T20220021665,-38.431705,143.65437,COLAC OTWAY
T20220021635,-37.907945,145.085366,MONASH
T20220022669,-37.825413,144.886601,HOBSONS BAY
T20220024341,-37.87649,145.166432,MONASH
T20220021887,-37.687109,144.957693,HUME
T20220021674,-38.020933,144.377553,GREATER GEELONG
T20220021676,-38.078438,144.358404,GREATER GEELONG
T20220021631,-36.127834,144.753788,CAMPASPE
T20220021677,-38.103745,144.363722,GREATER GEELONG
T20220021678,-37.895197,145.14404,MONASH
T20220021679,-37.799583,144.967126,MELBOURNE
T20220021654,-37.94423,145.513898,CARDINIA
T20220021680,-38.29547,145.030281,MORNINGTON PENINSULA
T20220026913,-37.888328,144.98601,PORT PHILLIP
T20220021664,-37.869301,144.975898,PORT PHILLIP
T20220021637,-37.006263,143.388038,PYRENEES
T20220021651,-37.893869,145.020649,GLEN EIRA
T20230005069,-37.735262,144.825993,BRIMBANK
T20220021663,-37.545177,145.848087,YARRA RANGES
T20220021681,-37.93499,145.171614,GREATER DANDENONG
T20220026299,-37.451138,144.571521,MACEDON RANGES
T20220021836,-37.546441,145.848836,YARRA RANGES
T20220027451,-37.748011,144.701639,MELTON
T20220021682,-38.167201,144.422311,GREATER GEELONG
T20220022148,-38.376603,141.632723,GLENELG
T20220021686,-37.724068,144.939745,MERRI-BEK
T20220021688,-37.884251,145.269601,KNOX
T20220021689,-37.818573,145.176038,WHITEHORSE
T20220021655,-38.381401,142.484034,WARRNAMBOOL
T20220025948,-38.420004,145.044146,MORNINGTON PENINSULA
T20220021690,-38.112539,144.264041,GOLDEN PLAINS
T20220021697,-36.396716,145.46193,GREATER SHEPPARTON
T20220021703,-37.810825,145.003211,YARRA
T20220021706,-37.349922,144.549756,MACEDON RANGES
T20220021713,-37.744194,145.323518,YARRA RANGES
T20220021716,-37.824618,144.963804,MELBOURNE
T20220021719,-36.336171,146.296094,WANGARATTA
T20220021720,-36.916281,144.347731,GREATER BENDIGO
T20220021730,-37.664751,144.382792,MOORABOOL
T20220021767,-36.5355,144.206816,GREATER BENDIGO
T20220021736,-38.197827,147.077347,WELLINGTON
T20220021737,-38.141186,145.172321,FRANKSTON
T20220021741,-36.80596,145.464704,STRATHBOGIE
T20220021745,-37.793819,144.9171,MELBOURNE
T20220021746,-37.411888,144.962762,MITCHELL
T20220021753,-37.800815,144.948512,MELBOURNE
T20220021754,-37.630687,145.021784,WHITTLESEA
T20220021755,-38.184525,144.41898,GREATER GEELONG
T20220021759,-38.208122,144.310015,GREATER GEELONG
T20220021761,-37.733739,144.909776,MOONEE VALLEY
T20220025154,-37.854712,145.16905,WHITEHORSE
T20220021747,-37.799491,144.8621,MARIBYRNONG
T20220023041,-37.736934,144.891342,MOONEE VALLEY
T20220021770,-36.011174,146.004578,MOIRA
T20220021794,-38.179724,146.339822,LATROBE
T20220021780,-38.597223,143.712141,COLAC OTWAY
T20220023719,-37.989897,145.204701,GREATER DANDENONG
T20220022237,-37.759974,145.071546,BANYULE
T20220021779,-37.89351,144.66258,WYNDHAM
T20220021844,-37.793102,145.108172,WHITEHORSE
T20220021815,-38.064301,145.464122,CARDINIA
T20220021847,-37.646686,145.355114,YARRA RANGES
T20220021774,-37.807839,144.87552,MARIBYRNONG
T20220021878,-37.900233,144.753561,WYNDHAM
T20220021955,-37.787014,144.99321,YARRA
T20220021811,-36.998166,144.272994,MOUNT ALEXANDER
T20220021991,-37.70173,144.936871,MERRI-BEK
T20220022032,-37.828774,144.726051,WYNDHAM
T20220029444,-37.821102,144.957887,MELBOURNE
T20220021834,-36.941504,144.737947,GREATER BENDIGO
T20220021783,-37.997743,145.22375,GREATER DANDENONG
T20220021923,-36.585603,145.01491,CAMPASPE
T20220021818,-38.18918,144.46429,GREATER GEELONG
T20220021758,-38.180287,144.382341,GREATER GEELONG
T20220021802,-37.691304,144.881723,HUME
T20220022000,-38.109372,145.252399,CASEY
T20220023993,-37.726726,144.963654,MERRI-BEK
T20220021760,-37.796059,144.031646,MOORABOOL
T20220021998,-37.841306,145.010746,STONNINGTON
T20220021809,-37.710658,144.77622,BRIMBANK
T20220022016,-37.8322,145.00709,STONNINGTON
T20220022432,-38.004609,145.22731,GREATER DANDENONG
T20220021808,-38.025977,145.251186,CASEY
T20220021806,-37.519275,145.027239,WHITTLESEA
T20220021820,-37.783793,144.890917,MARIBYRNONG
T20220021805,-37.806971,145.028885,BOROONDARA
T20220021851,-38.269923,144.539565,GREATER GEELONG
T20220021879,-37.795853,144.904137,MARIBYRNONG
T20220024650,-37.770388,144.886456,MARIBYRNONG
T20220021881,-37.708165,144.961291,MERRI-BEK
T20220021889,-37.775043,144.943394,MERRI-BEK
T20220021893,-37.842261,145.286852,KNOX
T20220022743,-37.797724,144.992901,YARRA
T20230020041,-37.82936,144.827683,HOBSONS BAY
T20220021896,-37.704081,144.889943,HUME
T20220021897,-38.003064,144.380866,GREATER GEELONG
T20220023726,-38.084395,145.184736,FRANKSTON
T20220021870,-36.850921,144.706167,GREATER BENDIGO
T20220021958,-37.797397,144.839232,BRIMBANK
T20220021826,-37.691997,144.954774,MERRI-BEK
T20220026390,-37.688948,145.112887,NILLUMBIK
T20220023317,-38.222872,145.034835,MORNINGTON PENINSULA
T20220021927,-37.833674,145.163103,WHITEHORSE
T20220021838,-37.564541,143.783203,BALLARAT
T20220021845,-37.689707,144.602414,MELTON
T20220024256,-37.851503,145.239887,KNOX
T20220022190,-37.712895,145.018098,DAREBIN
T20220021944,-37.571602,143.825598,BALLARAT
T20220021853,-38.103481,145.176281,FRANKSTON
T20220021859,-38.085442,145.302669,CASEY
T20220021862,-36.144206,144.709524,CAMPASPE
T20220021846,-38.200036,144.363512,GREATER GEELONG
T20220022010,-37.737241,144.930263,MERRI-BEK
T20220021864,-37.769989,144.90066,MARIBYRNONG
T20220021909,-38.218682,145.05901,MORNINGTON PENINSULA
T20220021872,-37.755015,144.961235,MERRI-BEK
T20220021873,-38.029905,145.34402,CASEY
T20220021875,-37.898931,145.142731,MONASH
T20220029694,-37.757893,145.118536,MANNINGHAM
T20220023690,-38.008636,145.084911,KINGSTON
T20220022493,-37.825943,145.000257,YARRA
T20220022778,-38.071951,145.193384,GREATER DANDENONG
T20220023628,-37.796307,144.970708,MELBOURNE
T20220021906,-37.821099,144.955075,MELBOURNE
T20220021916,-37.998649,145.246758,CASEY
T20220021932,-38.009805,144.399506,GREATER GEELONG
T20220021935,-37.871236,145.013235,GLEN EIRA
T20220021941,-37.520769,143.850843,BALLARAT
T20220021942,-37.814013,145.225776,MAROONDAH
T20220021946,-37.85134,144.989412,STONNINGTON
T20220021947,-37.877778,145.004956,GLEN EIRA
T20230000332,-37.421693,143.798547,BALLARAT
T20220021954,-37.818387,145.176047,WHITEHORSE
T20220021956,-38.182048,144.347091,GREATER GEELONG
T20220022089,-37.879282,144.699359,WYNDHAM
T20220021959,-38.038567,145.257896,CASEY
T20220021972,-37.689017,144.579677,MELTON
T20220021960,-37.782273,144.974284,YARRA
T20220022407,-37.817509,145.15406,WHITEHORSE
T20220021961,-37.810358,144.808003,BRIMBANK
T20220021962,-37.816623,144.99953,YARRA
T20220021965,-37.829329,144.997275,YARRA
T20220021968,-37.811269,144.958106,MELBOURNE
T20220021969,-37.864496,144.602962,WYNDHAM
T20220021970,-38.061724,145.338078,CASEY
T20220022022,-37.691275,144.958251,HUME
T20230005338,-37.775964,147.385104,EAST GIPPSLAND
T20220022079,-37.907517,145.069022,GLEN EIRA
T20220022397,-37.762336,144.754542,MELTON
T20230019003,-37.674502,144.923042,HUME
T20220021981,-38.034328,144.399085,GREATER GEELONG
T20220022930,-37.811105,144.869822,MARIBYRNONG
T20220023419,-37.975167,145.065699,KINGSTON
T20220022244,-37.688261,144.567422,MELTON
T20220028404,-37.655784,144.947932,HUME
T20220024196,-37.561841,143.858173,BALLARAT
T20220022044,-37.804003,145.18922,WHITEHORSE
T20220026073,-37.693117,144.754601,MELTON
T20220021925,-37.802315,144.899117,MARIBYRNONG
T20220022491,-37.851277,145.170916,WHITEHORSE
T20220022027,-37.858448,144.89394,HOBSONS BAY
T20220021999,-37.687469,145.028479,WHITTLESEA
T20220028834,-37.847603,145.227141,KNOX
T20220022013,-38.026132,145.24671,GREATER DANDENONG
T20220021993,-37.860875,144.667022,WYNDHAM
T20220023370,-34.187378,142.158326,MILDURA
T20220021989,-37.827135,144.9617,MELBOURNE
T20220021988,-37.808851,144.983812,YARRA
T20220024296,-38.156215,145.172809,FRANKSTON
T20220022017,-37.758098,144.926459,MOONEE VALLEY
T20220023362,-38.094437,145.176943,FRANKSTON
T20220022051,-36.717838,142.199729,HORSHAM
T20220024036,-37.773526,145.011251,DAREBIN
T20220022896,-37.860171,144.991757,PORT PHILLIP
T20220021986,-38.485219,145.791706,SOUTH GIPPSLAND
T20220021984,-38.050609,145.11562,KINGSTON
T20220021982,-37.695166,144.600099,MELTON
T20220022170,-38.15759,145.319234,CASEY
T20220022212,-35.364961,143.56226,SWAN HILL
T20220022059,-37.778196,145.358633,YARRA RANGES
T20220022084,-38.315647,144.992021,MORNINGTON PENINSULA
T20220022012,-38.13954,141.77019,GLENELG
T20220021978,-37.83484,144.996556,STONNINGTON
T20220022056,-38.123018,145.157148,FRANKSTON
T20220022047,-37.785419,145.000554,YARRA
T20220022580,-35.042319,141.844849,MILDURA
T20230001375,-37.990384,145.182663,GREATER DANDENONG
T20220022055,-37.686591,144.93053,HUME
T20220022206,-37.782949,144.884101,MARIBYRNONG
T20220022067,-37.864438,144.741098,WYNDHAM
T20220022001,-37.739969,144.907455,MOONEE VALLEY
T20220022053,-37.937301,145.068665,GLEN EIRA
T20220022004,-37.889214,145.057077,GLEN EIRA
T20220022050,-37.754433,145.020618,DAREBIN
T20220022110,-37.587574,144.202095,MOORABOOL
T20220022018,-37.591665,144.894615,HUME
T20220022481,-37.881106,145.049591,GLEN EIRA
T20220022078,-37.907888,145.043495,GLEN EIRA
T20220022385,-37.73952,144.856338,MOONEE VALLEY
T20220023633,-37.53223,145.34085,MURRINDINDI
T20220022057,-37.774331,144.804339,BRIMBANK
T20220024775,-37.712444,144.726638,MELTON
T20220022254,-37.79861,144.984331,YARRA
T20220022020,-37.821845,144.934794,MELBOURNE
T20220022009,-36.357179,146.687932,INDIGO
T20220022023,-37.84944,144.993725,STONNINGTON
T20220022025,-37.77085,144.780106,BRIMBANK
T20220028216,-37.935633,144.61739,WYNDHAM
T20220023018,-37.810474,144.999715,YARRA
T20220022075,-37.952566,145.01027,BAYSIDE
T20220023323,-38.51359,145.595818,BASS COAST
T20220022097,-38.11837,145.149064,FRANKSTON
T20220022351,-37.785357,144.954164,MELBOURNE
T20220022839,-37.753897,144.88914,MOONEE VALLEY
T20220022098,-37.826711,144.955706,MELBOURNE
T20220022099,-37.774983,145.33206,YARRA RANGES
T20220022522,-37.258395,143.224743,ARARAT
T20220022100,-37.810345,144.998453,YARRA
T20230010988,-37.743517,145.003142,DAREBIN
T20220023397,-37.772091,144.9907,DAREBIN
T20220022102,-38.203381,146.521205,LATROBE
T20220022264,-37.833469,144.932769,PORT PHILLIP
T20220024767,-37.913521,145.272311,KNOX
T20220022107,-37.491108,145.103741,WHITTLESEA
T20220022138,-38.397981,144.937271,MORNINGTON PENINSULA
T20220022135,-37.607158,144.911558,HUME
T20220022134,-37.777202,144.829301,BRIMBANK
T20220022130,-37.680639,144.505455,MOORABOOL
T20220022129,-37.87513,145.040041,GLEN EIRA
T20220022124,-37.704551,144.624485,MELTON
T20220022272,-37.41872,146.795141,WELLINGTON
T20220022123,-37.761286,145.310414,YARRA RANGES
T20220022113,-37.763278,144.862455,MOONEE VALLEY
T20220022111,-37.740589,145.027718,DAREBIN
T20230003003,-37.649997,145.00544,WHITTLESEA
T20220022149,-38.472978,146.531362,WELLINGTON
T20220022076,-37.808163,144.951686,MELBOURNE
T20220022104,-37.773912,144.998079,DAREBIN
T20220023073,-38.077996,145.36368,CASEY
T20220022147,-37.764371,144.831126,BRIMBANK
T20220022415,-37.010789,144.245765,MOUNT ALEXANDER
T20220022544,-37.718384,145.140853,NILLUMBIK
T20220022591,-38.463075,143.938727,SURF COAST
T20220023411,-38.213463,145.047437,MORNINGTON PENINSULA
T20220026026,-37.837072,144.976725,MELBOURNE
T20220022636,-37.889995,145.322412,YARRA RANGES
T20220022806,-37.841679,146.268575,MOUNT BAW BAW ALPINE RESORT (UNINC)
T20220022935,-37.064174,142.765048,NORTHERN GRAMPIANS
T20230010037,-38.21683,146.468899,LATROBE
T20220022155,-36.741937,144.283183,GREATER BENDIGO
T20220022157,-37.720345,145.036411,DAREBIN
T20220022159,-38.36642,144.865044,MORNINGTON PENINSULA
T20220022161,-38.055636,145.300934,CASEY
T20220025386,-37.842757,145.022939,STONNINGTON
T20220022162,-37.553114,143.822359,BALLARAT
T20220022166,-38.169088,144.349056,GREATER GEELONG
T20220022168,-37.895193,145.144027,MONASH
T20220022172,-37.783147,144.907182,MOONEE VALLEY
T20220022173,-36.198322,147.269221,TOWONG
T20220022176,-36.998207,144.27663,MOUNT ALEXANDER
T20220022178,-37.974629,147.175129,WELLINGTON
T20220022182,-37.854269,144.992913,STONNINGTON
T20220022183,-38.28692,144.396977,SURF COAST
T20220022184,-37.835275,144.996473,STONNINGTON
T20220022185,-37.798788,145.280879,MAROONDAH
T20220022186,-37.902801,145.007337,BAYSIDE
T20220022187,-38.100824,145.1259,FRANKSTON
T20220022195,-37.722002,144.573103,MELTON
T20220022196,-37.784318,144.941584,MELBOURNE
T20220025139,-37.961446,145.18874,GREATER DANDENONG
T20220022197,-38.101293,145.27852,CASEY
T20220022209,-37.704212,144.918362,MERRI-BEK
T20220022214,-37.106465,143.457555,PYRENEES
T20220022222,-37.810889,144.967223,MELBOURNE
T20220022256,-37.501387,145.724017,MURRINDINDI
T20220022313,-37.620713,144.92409,HUME
T20220022347,-37.788055,144.928522,MELBOURNE
T20220022378,-37.636351,145.014796,WHITTLESEA
T20220022224,-37.739864,144.797473,BRIMBANK
T20220022817,-37.863865,144.693977,WYNDHAM
T20220022326,-38.035633,145.354175,CASEY
T20220022267,-38.366565,142.463573,WARRNAMBOOL
T20220022288,-37.550912,144.067566,MOORABOOL
T20220022218,-37.926353,145.013046,BAYSIDE
T20220022257,-37.92741,145.081763,GLEN EIRA
T20220022263,-38.607515,145.607125,BASS COAST
T20220022243,-37.93365,145.038922,KINGSTON
T20220022624,-38.025296,145.134372,GREATER DANDENONG
T20220027075,-37.928966,145.118941,KINGSTON
T20220022387,-36.717813,142.204936,HORSHAM
T20220022278,-37.606076,144.979312,WHITTLESEA
T20220022249,-38.161994,145.944829,BAW BAW
T20220022296,-37.831297,147.611132,EAST GIPPSLAND
T20220022258,-37.815575,144.966259,MELBOURNE
T20220022405,-38.060802,145.343754,CASEY
T20220022259,-37.936609,145.475697,CARDINIA
T20220022251,-37.608497,143.877031,BALLARAT
T20220022281,-37.811561,144.964732,MELBOURNE
T20220022428,-36.977518,145.711481,MANSFIELD
T20220022286,-37.948755,145.068241,KINGSTON
T20220022274,-37.887502,145.151666,MONASH
T20220022216,-37.776647,145.038123,BANYULE
T20220022253,-37.841838,145.261349,KNOX
T20220025878,-36.351365,146.315465,WANGARATTA
T20220022287,-37.689531,145.027369,WHITTLESEA
T20220022459,-37.598523,143.831515,BALLARAT
T20220022246,-37.815388,144.656854,WYNDHAM
T20220022204,-37.805505,144.948655,MELBOURNE
T20220022248,-38.144801,145.413958,CARDINIA
T20220022270,-37.826221,147.623894,EAST GIPPSLAND
T20220025129,-37.929289,145.156747,MONASH
T20220022373,-38.218682,145.05901,MORNINGTON PENINSULA
T20220022970,-37.018044,144.040994,MOUNT ALEXANDER
T20220022269,-37.951819,146.393447,BAW BAW
T20220022294,-37.796597,144.975111,MELBOURNE
T20220022295,-37.829795,144.955563,PORT PHILLIP
T20220026336,-38.152709,144.355402,GREATER GEELONG
T20220022236,-37.926873,145.248365,KNOX
T20220022235,-37.989897,145.204701,GREATER DANDENONG
T20220022231,-38.058837,145.403002,CARDINIA
T20220022223,-36.148751,144.766209,CAMPASPE
T20220022884,-36.762069,144.272129,GREATER BENDIGO
T20220022279,-38.301908,145.167921,MORNINGTON PENINSULA
T20220022211,-38.007073,144.220829,GOLDEN PLAINS
T20220022356,-37.689348,144.557606,MELTON
T20220022359,-37.803708,144.955525,MELBOURNE
T20220022360,-37.966617,145.243444,CASEY
T20220022540,-37.699581,144.790981,BRIMBANK
T20220022362,-37.847177,145.136153,WHITEHORSE
T20220022365,-37.58656,145.128413,WHITTLESEA
T20220022366,-37.80822,145.132648,WHITEHORSE
T20220022377,-37.809662,144.934964,MELBOURNE
T20220022382,-38.144497,145.126277,FRANKSTON
T20220023193,-37.988482,145.226773,GREATER DANDENONG
T20220022383,-37.851775,145.008045,STONNINGTON
T20220023119,-37.844721,145.039081,STONNINGTON
T20220022403,-37.8905,145.088674,STONNINGTON
T20220022952,-37.811601,145.011427,YARRA
T20220022421,-37.830607,144.899827,MELBOURNE
T20220023062,-38.288395,145.206429,MORNINGTON PENINSULA
T20220022317,-37.815252,144.985383,MELBOURNE
T20220022328,-37.711134,144.881651,BRIMBANK
T20220022297,-37.7541,144.994627,DAREBIN
T20220023047,-37.846009,144.800012,HOBSONS BAY
T20220022329,-38.117371,145.31632,CASEY
T20220022332,-37.847179,144.80963,HOBSONS BAY
T20220022334,-37.787779,144.940472,MELBOURNE
T20220022335,-36.75234,145.318164,STRATHBOGIE
T20220022336,-37.925431,147.417596,EAST GIPPSLAND
T20220022338,-37.713535,144.917342,MERRI-BEK
T20220022353,-38.340985,143.584374,COLAC OTWAY
T20220022355,-36.800302,144.23927,GREATER BENDIGO
T20220022316,-37.592811,145.486763,YARRA RANGES
T20220022458,-36.5787,145.82188,STRATHBOGIE
T20220022453,-37.848561,145.170442,WHITEHORSE
T20220022452,-37.864704,144.996257,PORT PHILLIP
T20220022531,-38.200261,144.492838,GREATER GEELONG
T20220022402,-38.090188,145.501212,CARDINIA
T20220022449,-37.743771,145.136457,MANNINGHAM
T20220022448,-37.90108,145.142981,MONASH
T20220022446,-37.809407,144.962334,MELBOURNE
