ACCIDENT_NO,LATITUDE,LONGITUDE,LOCATION
T20220022442,-38.083777,144.357683,GREATER GEELONG
T20220022441,-37.829535,145.04095,BOROONDARA
T20220022440,-38.373959,142.460359,WARRNAMBOOL
T20220022436,-36.711352,142.178579,HORSHAM
T20220024123,-38.060802,145.343754,CASEY
T20220022394,-37.893585,145.06579,GLEN EIRA
T20220022416,-36.596087,144.921674,CAMPASPE
T20220022433,-37.780353,145.144801,MANNINGHAM
T20220022429,-37.80114,144.951468,MELBOURNE
T20220022417,-38.036308,145.247227,CASEY
T20220022426,-37.601653,145.104736,WHITTLESEA
T20220022418,-37.72647,144.855731,BRIMBANK
T20220022401,-37.911115,145.236231,KNOX
T20220022468,-37.728307,145.068191,BANYULE
T20220022419,-37.668116,145.178707,NILLUMBIK
T20230000273,-37.68582,144.924292,HUME
T20220022420,-36.753893,144.292535,GREATER BENDIGO
T20220022469,-37.831184,144.812559,WYNDHAM
T20220022783,-37.61895,145.068946,WHITTLESEA
T20220022471,-37.816744,144.967109,MELBOURNE
T20220022410,-38.027353,145.135209,GREATER DANDENONG
T20220022465,-37.841405,144.934476,PORT PHILLIP
T20220022464,-37.832112,144.811849,HOBSONS BAY
T20220022463,-37.87954,145.163944,MONASH
T20220022413,-37.561547,143.872943,BALLARAT
T20220022592,-37.663704,144.922222,HUME
T20220022461,-37.771738,144.916178,MOONEE VALLEY
T20220022400,-37.980712,145.240752,CASEY
T20220024086,-35.921297,144.326419,GANNAWARRA
T20220023218,-37.878239,145.156697,MONASH
T20220022474,-36.124988,144.752262,CAMPASPE
T20220022579,-37.894919,145.130037,MONASH
T20220022460,-37.686819,145.025456,WHITTLESEA
T20220022878,-38.091652,144.137686,GOLDEN PLAINS
T20220022473,-37.68785,144.95805,HUME
T20220022568,-38.284646,145.069861,MORNINGTON PENINSULA
T20220022508,-37.915796,145.017355,BAYSIDE
T20220022511,-37.720729,145.113473,BANYULE
T20220022512,-38.042596,145.252293,CASEY
T20220022534,-38.355149,144.751968,MORNINGTON PENINSULA
T20220022565,-37.77773,145.292143,MAROONDAH
T20220022513,-37.974014,145.248634,CASEY
T20220022677,-37.925956,145.038107,GLEN EIRA
T20220022567,-38.596002,146.104967,SOUTH GIPPSLAND
T20220023008,-37.620843,145.029169,WHITTLESEA
T20220025382,-37.732912,144.95378,MERRI-BEK
T20220022535,-38.665748,146.314211,SOUTH GIPPSLAND
T20220022514,-38.157976,145.871177,BAW BAW
T20220022538,-38.078151,145.428663,CARDINIA
T20220022516,-38.00313,145.247055,GREATER DANDENONG
T20220022549,-37.776407,144.922357,MOONEE VALLEY
T20220022971,-37.75122,145.001827,DAREBIN
T20220022552,-38.057938,145.39751,CARDINIA
T20220022558,-37.922073,145.186176,MONASH
T20220022555,-37.625296,145.010059,WHITTLESEA
T20220022583,-38.193563,144.342685,GREATER GEELONG
T20220022488,-37.701949,145.090362,BANYULE
T20220022489,-36.364683,145.461965,GREATER SHEPPARTON
T20220022526,-37.722544,144.739079,MELTON
T20220022771,-38.382907,142.490305,WARRNAMBOOL
T20220022490,-38.168857,145.221945,CASEY
T20220022530,-38.002948,145.207973,GREATER DANDENONG
T20220022492,-37.810148,144.996571,YARRA
T20220023926,-36.762708,144.279687,GREATER BENDIGO
T20220022775,-37.695128,144.566194,MELTON
T20230018700,-37.638644,145.037688,WHITTLESEA
T20220022494,-37.8168,144.999497,YARRA
T20220022496,-37.88698,145.288179,KNOX
T20220022557,-37.892641,144.68333,WYNDHAM
T20220022910,-37.778349,145.063271,BANYULE
T20220025306,-37.583734,144.753507,HUME
T20220025833,-37.825428,144.969292,MELBOURNE
T20220022561,-37.810539,144.99121,MELBOURNE
T20220024280,-37.893306,145.089871,MONASH
T20220022614,-37.757158,144.891326,MOONEE VALLEY
T20220027666,-37.819041,145.003789,YARRA
T20220025682,-37.819615,144.693602,WYNDHAM
T20220022649,-38.150747,144.36481,GREATER GEELONG
T20220022532,-37.283404,142.927653,ARARAT
T20220022499,-37.873102,145.232807,KNOX
T20220022506,-37.798675,144.967288,MELBOURNE
T20220022621,-38.135982,145.128886,FRANKSTON
T20220022697,-37.614758,143.898322,BALLARAT
T20220022799,-37.766259,144.74281,MELTON
T20220022630,-37.926852,145.105307,KINGSTON
T20220022576,-37.717934,144.835111,BRIMBANK
T20220022609,-37.87069,144.598638,WYNDHAM
T20220023723,-37.834762,144.987263,MELBOURNE
T20220022603,-37.698675,144.78683,BRIMBANK
T20220022597,-35.338838,143.558063,SWAN HILL
T20220022663,-37.733442,144.959459,MERRI-BEK
T20220022607,-37.68809,144.421906,MOORABOOL
T20220023988,-37.892974,145.130661,MONASH
T20220024732,-37.696049,144.610618,MELTON
T20220022581,-37.849961,144.833819,HOBSONS BAY
T20220022590,-37.880551,145.165649,MONASH
T20220022632,-38.02514,145.317555,CASEY
T20220022635,-37.662134,145.515871,YARRA RANGES
T20220026847,-38.033732,145.228576,GREATER DANDENONG
T20220022638,-38.004836,145.409549,CARDINIA
T20220022639,-37.816736,144.969903,MELBOURNE
T20220028235,-37.697084,144.779514,BRIMBANK
T20220022589,-38.372233,144.818422,MORNINGTON PENINSULA
T20220022640,-38.213115,142.238225,MOYNE
T20220022620,-37.571229,144.121465,MOORABOOL
T20220022645,-37.938413,145.060912,KINGSTON
T20220022595,-38.180674,144.347985,GREATER GEELONG
T20220022628,-37.570987,144.120023,MOORABOOL
T20220022646,-38.137262,145.354628,CASEY
T20220022622,-37.720657,144.770113,BRIMBANK
T20220022629,-38.066156,145.122231,KINGSTON
T20220022584,-36.802141,144.242569,GREATER BENDIGO
T20220026975,-38.608453,145.591814,BASS COAST
T20220022569,-38.224004,145.217693,MORNINGTON PENINSULA
T20220026984,-37.893372,144.674877,WYNDHAM
T20220022572,-37.96003,145.019381,BAYSIDE
T20220022623,-37.690416,144.975001,WHITTLESEA
T20220022647,-37.850532,144.706348,WYNDHAM
T20220023191,-37.741968,144.77946,BRIMBANK
T20220022601,-37.623893,144.924201,HUME
T20220022657,-37.891116,145.143539,MONASH
T20220022780,-35.997641,141.456218,HINDMARSH
T20220022655,-37.637711,144.923852,HUME
T20220023352,-38.230983,145.79208,BAW BAW
T20220022674,-37.721667,145.773409,YARRA RANGES
T20220022654,-37.76149,144.968711,MERRI-BEK
T20220022661,-37.798265,144.659888,MELTON
T20220023276,-37.893494,145.02072,GLEN EIRA
T20220022714,-37.427295,143.894195,HEPBURN
T20220023077,-37.754794,144.826612,BRIMBANK
T20220024670,-37.210538,145.427898,MURRINDINDI
T20220022673,-37.656367,145.020393,WHITTLESEA
T20220023033,-37.741314,144.966597,MERRI-BEK
T20220022706,-37.668582,144.885638,HUME
T20220022722,-36.389242,145.410591,GREATER SHEPPARTON
T20220022723,-37.870651,144.657521,WYNDHAM
T20220022729,-38.109301,145.195528,FRANKSTON
T20220022671,-37.873741,144.381835,GREATER GEELONG
T20220022670,-37.773382,145.112222,MANNINGHAM
T20220022668,-38.07206,144.372804,GREATER GEELONG
T20220022702,-38.171324,144.29105,GREATER GEELONG
T20220022699,-38.17756,145.165375,FRANKSTON
T20220022696,-37.857803,145.113601,MONASH
T20220022695,-37.799122,145.030317,BOROONDARA
T20220022694,-37.657982,145.077213,WHITTLESEA
T20220022693,-38.353274,144.914092,MORNINGTON PENINSULA
T20220022685,-38.265079,145.072905,MORNINGTON PENINSULA
T20220027883,-37.756075,144.908432,MOONEE VALLEY
T20220022684,-37.923968,145.202294,MONASH
T20220022683,-37.828959,144.948439,PORT PHILLIP
T20220022681,-37.862398,144.747944,WYNDHAM
T20220022989,-36.79167,144.275134,GREATER BENDIGO
T20220022678,-36.105015,146.825912,WODONGA
T20220022881,-36.989115,143.377828,PYRENEES
T20220022675,-37.699669,145.00495,DAREBIN
T20220022676,-37.928718,145.120312,KINGSTON
T20220022759,-38.221176,141.438048,GLENELG
T20220022760,-37.702673,143.074464,PYRENEES
T20220023983,-37.773804,145.275672,MAROONDAH
T20220024971,-37.847721,144.979732,PORT PHILLIP
T20220022717,-38.520969,143.718773,COLAC OTWAY
T20220022719,-37.598037,144.932941,HUME
T20220023297,-37.715563,144.780603,BRIMBANK
T20220023202,-36.197015,146.578951,INDIGO
T20220023596,-37.794053,144.988212,YARRA
T20220022782,-37.896381,145.621587,YARRA RANGES
T20220022721,-36.769954,144.250267,GREATER BENDIGO
T20220022979,-34.17953,142.163616,MILDURA
T20220024387,-37.859934,145.028744,STONNINGTON
T20220024506,-37.449025,144.564583,MACEDON RANGES
T20220022709,-37.815493,144.96654,MELBOURNE
T20220022725,-37.819912,145.119218,WHITEHORSE
T20220022963,-37.874509,145.166788,MONASH
T20220022730,-38.028308,145.268815,CASEY
T20220022732,-37.828504,145.174012,WHITEHORSE
T20220022737,-37.385498,144.526213,MACEDON RANGES
T20220022741,-38.308744,145.196275,MORNINGTON PENINSULA
T20220023526,-37.830415,145.425159,YARRA RANGES
T20220022748,-37.815103,144.96636,MELBOURNE
T20220022749,-38.3499,143.581719,COLAC OTWAY
T20220022751,-37.834847,147.603674,EAST GIPPSLAND
T20220022753,-37.176934,148.831609,EAST GIPPSLAND
T20220022755,-36.456995,145.388789,GREATER SHEPPARTON
T20220022758,-37.786554,144.86443,MARIBYRNONG
T20220022761,-37.819613,144.960017,MELBOURNE
T20220023735,-37.852119,145.132353,WHITEHORSE
T20220024040,-37.852506,145.052831,STONNINGTON
T20220022903,-38.242009,145.058857,MORNINGTON PENINSULA
T20220026324,-37.823413,144.730062,WYNDHAM
T20220022885,-37.852757,144.999979,STONNINGTON
T20220023406,-37.754642,145.069974,BANYULE
T20220022781,-37.777602,144.970796,MERRI-BEK
T20220022785,-37.797757,145.12696,MANNINGHAM
T20220022786,-38.35936,143.104556,CORANGAMITE
T20220022790,-38.284669,145.154427,MORNINGTON PENINSULA
T20220022792,-37.692273,144.986342,WHITTLESEA
T20220022804,-38.11581,144.653889,GREATER GEELONG
T20220022805,-38.132065,145.930936,BAW BAW
T20220022807,-37.827184,144.949881,PORT PHILLIP
T20220022808,-38.096432,144.331759,GREATER GEELONG
T20220022812,-36.769294,144.250035,GREATER BENDIGO
T20220022814,-38.196673,144.318513,GREATER GEELONG
T20220022815,-37.933886,145.190859,MONASH
T20220022818,-37.868048,145.271847,KNOX
T20220022820,-37.664494,144.928319,HUME
T20220022822,-37.897833,145.221765,KNOX
T20220022823,-37.337132,144.463673,MACEDON RANGES
T20220022843,-37.805499,144.767518,BRIMBANK
T20220023275,-38.076281,145.414139,CARDINIA
T20220027493,-37.871278,144.744898,WYNDHAM
T20220023956,-37.928401,145.117746,KINGSTON
T20220024158,-38.021308,145.31294,CASEY
T20220026406,-36.769124,144.292096,GREATER BENDIGO
T20220022862,-38.221813,146.041172,BAW BAW
T20220023341,-37.941155,145.199934,GREATER DANDENONG
T20220023111,-37.872084,145.048922,STONNINGTON
T20220022858,-37.587397,143.825988,BALLARAT
T20220023200,-38.096421,144.34827,GREATER GEELONG
T20220022829,-37.945084,145.47071,CARDINIA
T20220022836,-37.648228,145.06914,WHITTLESEA
T20220022830,-37.68611,144.926639,HUME
T20220023196,-37.882401,145.090366,MONASH
T20220022767,-37.879236,144.735772,WYNDHAM
T20220026040,-37.801894,144.95816,MELBOURNE
T20220024016,-37.960497,145.136581,GREATER DANDENONG
T20220024210,-38.150984,145.119608,FRANKSTON
T20220024376,-37.838893,144.99087,STONNINGTON
T20220022768,-37.762117,145.166804,MANNINGHAM
T20220022825,-34.187093,142.157985,MILDURA
T20220022826,-37.3389,142.900451,ARARAT
T20220022774,-37.680885,144.916684,HUME
T20220024373,-38.196991,144.342015,GREATER GEELONG
T20220022776,-37.994081,145.237136,CASEY
T20220022764,-37.809012,144.848127,BRIMBANK
T20220022795,-37.692181,144.95865,MERRI-BEK
T20220022923,-38.16837,144.330706,GREATER GEELONG
T20220023256,-37.783793,144.890917,MARIBYRNONG
T20220022866,-38.147621,145.193296,FRANKSTON
T20220022871,-37.886152,145.078359,STONNINGTON
T20220022921,-38.170797,144.325543,GREATER GEELONG
T20220022937,-38.35862,142.870155,MOYNE
T20220022919,-36.294394,145.04982,CAMPASPE
T20220022911,-37.558475,144.184052,MOORABOOL
T20220022840,-37.84734,144.994053,STONNINGTON
T20220022904,-37.650688,145.075878,WHITTLESEA
T20220022832,-38.14439,144.356935,GREATER GEELONG
T20220023222,-37.709373,144.601295,MELTON
T20220022933,-36.360964,142.40717,YARRIAMBIACK
T20220022902,-37.064174,142.765048,NORTHERN GRAMPIANS
T20220023501,-37.592756,143.84112,BALLARAT
T20220022899,-37.741033,144.804551,BRIMBANK
T20220022835,-37.751517,145.351907,YARRA RANGES
T20220022898,-37.667251,144.954793,HUME
T20220024930,-38.147035,145.121878,FRANKSTON
T20220022932,-37.740099,144.849768,BRIMBANK
T20220022846,-38.111835,145.283103,CASEY
T20220022850,-38.091214,144.356717,GREATER GEELONG
T20220022852,-37.946196,145.187854,GREATER DANDENONG
T20220025107,-37.746392,144.839159,BRIMBANK
T20220022853,-37.80584,145.352804,YARRA RANGES
T20220022854,-37.785987,145.059264,BOROONDARA
T20220027305,-37.688722,144.925106,HUME
T20220022863,-38.106467,145.301376,CASEY
T20220022974,-38.246277,145.045973,MORNINGTON PENINSULA
T20220022855,-37.805829,144.88481,MARIBYRNONG
T20230017839,-37.648532,144.994853,WHITTLESEA
T20220022897,-37.65647,145.080209,WHITTLESEA
T20220022894,-37.831539,144.966074,PORT PHILLIP
T20220022890,-37.826221,147.623894,EAST GIPPSLAND
T20220023020,-38.066945,145.153196,GREATER DANDENONG
T20220023106,-37.796957,145.291518,MAROONDAH
T20220022887,-37.800172,144.987243,YARRA
T20220022936,-37.880317,145.17987,MONASH
T20220023258,-37.005202,147.085069,MOUNT HOTHAM ALPINE RESORT (UNINC)
T20220022965,-37.860416,145.010488,PORT PHILLIP
T20220022859,-37.808182,144.960376,MELBOURNE
T20220026405,-37.983789,145.220997,GREATER DANDENONG
T20220024843,-38.153332,145.132661,FRANKSTON
T20220023082,-37.771333,144.953007,MERRI-BEK
T20220022844,-37.59991,144.713272,HUME
T20220022876,-37.576307,145.032862,WHITTLESEA
T20220022875,-38.314435,146.416097,LATROBE
T20220022929,-38.2966,146.526129,LATROBE
T20220022991,-37.856679,145.083368,BOROONDARA
T20220022838,-37.682028,145.029573,WHITTLESEA
T20220022926,-37.655084,144.573879,MELTON
T20220022874,-38.069583,145.150141,KINGSTON
T20220022924,-37.145822,143.762499,CENTRAL GOLDFIELDS
T20220022946,-37.819348,145.022306,BOROONDARA
T20220022948,-37.795301,145.036282,BOROONDARA
T20220022982,-37.554418,149.358367,EAST GIPPSLAND
T20220022984,-37.88983,145.066492,GLEN EIRA
T20220022987,-37.737373,144.850184,BRIMBANK
T20220022990,-37.798241,145.084165,BOROONDARA
T20220022992,-37.819242,145.088064,BOROONDARA
T20220022993,-38.400507,146.161627,SOUTH GIPPSLAND
T20220022994,-36.112447,146.893453,WODONGA
T20220022950,-37.733276,145.000018,DAREBIN
T20220024766,-37.689663,144.784379,BRIMBANK
T20220022995,-37.746391,145.047027,BANYULE
T20220022957,-38.384812,142.533004,WARRNAMBOOL
T20220022959,-37.990709,145.081351,KINGSTON
T20220022960,-37.80748,144.994938,YARRA
T20220024326,-37.281134,145.550969,MURRINDINDI
T20220023126,-37.954333,145.073073,KINGSTON
T20220022996,-37.697883,145.059063,BANYULE
T20220022997,-38.183299,145.991846,BAW BAW
T20220022983,-37.807316,144.904012,MARIBYRNONG
T20220025408,-37.815308,145.042016,BOROONDARA
T20220022998,-37.68968,144.982183,WHITTLESEA
T20220023000,-37.8771,144.679327,WYNDHAM
T20220023002,-36.731123,144.305129,GREATER BENDIGO
T20220023003,-37.853371,145.043357,STONNINGTON
T20220023004,-37.843201,145.133967,WHITEHORSE
T20220023011,-37.025384,143.681334,CENTRAL GOLDFIELDS
T20220025487,-37.998446,145.275038,CASEY
T20220023013,-38.18689,144.471333,GREATER GEELONG
T20220023014,-38.004479,145.227247,GREATER DANDENONG
T20220023015,-37.94977,145.18683,GREATER DANDENONG
T20220023017,-37.800902,144.968406,MELBOURNE
T20220023987,-37.826722,144.985775,MELBOURNE
T20220022967,-37.689197,145.112889,NILLUMBIK
T20220022969,-37.957161,145.04941,KINGSTON
T20220022980,-37.797223,145.16967,MANNINGHAM
T20220022981,-37.772101,144.919563,MOONEE VALLEY
T20220024434,-37.019496,145.129043,MITCHELL
T20220023021,-38.176901,145.979232,BAW BAW
T20220025355,-37.93597,145.187708,MONASH
T20220023029,-36.328364,146.223571,WANGARATTA
T20220027361,-37.811046,145.005474,YARRA
T20220025152,-38.016165,144.461292,GREATER GEELONG
T20220022942,-37.788598,144.883094,MARIBYRNONG
T20220024802,-36.52768,145.977654,BENALLA
T20220023057,-37.845353,145.022437,STONNINGTON
T20220023417,-37.971027,145.148489,GREATER DANDENONG
T20220026909,-37.582015,144.727678,HUME
T20220025733,-37.717177,144.663518,MELTON
T20220024689,-37.794053,144.984878,YARRA
T20220023513,-36.931843,147.470417,EAST GIPPSLAND
T20220023708,-37.84581,144.994347,STONNINGTON
T20220026159,-38.136452,145.348163,CASEY
T20220023086,-37.809996,144.858627,MARIBYRNONG
T20220023051,-37.776314,144.891278,MARIBYRNONG
T20220023265,-37.807956,144.97541,YARRA
T20220023072,-37.222225,145.880671,MURRINDINDI
T20220025988,-37.840521,144.977107,PORT PHILLIP
T20220023286,-37.804304,144.961804,MELBOURNE
T20220025855,-37.912931,145.368293,YARRA RANGES
T20220023071,-37.206071,145.384418,MURRINDINDI
T20220023089,-36.369114,142.980894,BULOKE
T20220023210,-37.671153,145.015539,WHITTLESEA
T20220024297,-38.403506,144.960387,MORNINGTON PENINSULA
T20220023044,-37.912025,145.101775,MONASH
T20220023039,-37.834002,145.056198,BOROONDARA
T20220023056,-37.710408,144.756431,MELTON
T20220023327,-38.099895,146.989456,WELLINGTON
T20220023064,-38.081649,145.271626,CASEY
T20220023034,-38.116802,145.191014,FRANKSTON
T20220023036,-38.147929,144.352524,GREATER GEELONG
T20220023459,-38.088354,145.333063,CASEY
T20220023171,-37.716951,145.04283,DAREBIN
T20220023141,-37.711116,144.751836,MELTON
T20220023038,-38.328265,144.317324,SURF COAST
T20220023032,-38.0019,145.236754,GREATER DANDENONG
T20220023364,-37.621321,145.011842,WHITTLESEA
T20220025620,-37.806293,144.959504,MELBOURNE
T20220023138,-37.901258,145.044545,GLEN EIRA
T20220023076,-37.566943,143.844829,BALLARAT
T20220023208,-37.852502,144.779217,HOBSONS BAY
T20220026693,-37.834854,145.172709,WHITEHORSE
T20220023025,-37.658366,144.442449,MOORABOOL
T20230008638,-37.564983,143.84625,BALLARAT
T20220023055,-37.909871,144.751828,WYNDHAM
T20220023198,-38.006208,145.273224,CASEY
T20220023716,-37.873009,145.248081,KNOX
T20220025982,-37.614524,144.88584,HUME
T20220026534,-37.095595,144.125969,MOUNT ALEXANDER
T20220023083,-37.701304,144.933242,MERRI-BEK
T20220023084,-37.825684,144.99791,YARRA
T20220028000,-37.79692,145.179582,MANNINGHAM
T20230011695,-37.868158,145.013601,GLEN EIRA
T20220023059,-37.706457,144.919384,MERRI-BEK
T20220023052,-38.417471,143.047027,CORANGAMITE
T20220023058,-37.751534,144.976543,MERRI-BEK
T20220024466,-37.096527,144.290499,MOUNT ALEXANDER
T20220023168,-37.713085,145.008204,DAREBIN
T20220023376,-37.817201,145.21637,MAROONDAH
T20220023161,-37.682348,144.919316,HUME
T20220023390,-37.674171,145.070516,WHITTLESEA
T20220023337,-37.815759,145.230612,MAROONDAH
T20220023279,-37.83058,144.813666,WYNDHAM
T20220023160,-37.635863,144.889004,HUME
T20220023156,-37.80114,144.951468,MELBOURNE
T20220023260,-37.926795,145.23338,KNOX
T20220023094,-37.96535,145.13485,GREATER DANDENONG
T20220023095,-37.779111,144.997044,DAREBIN
T20220023099,-37.992782,145.118271,KINGSTON
T20220023100,-37.934566,145.000202,BAYSIDE
T20220023102,-38.430558,145.502441,BASS COAST
T20220023103,-37.684562,145.068629,WHITTLESEA
T20220023107,-37.786265,144.808321,BRIMBANK
T20220023150,-37.726496,145.378219,YARRA RANGES
T20220023125,-37.8936,145.092186,MONASH
T20220023149,-37.884358,145.061293,STONNINGTON
T20220023124,-38.198006,146.31283,LATROBE
T20220023123,-37.822918,144.971421,MELBOURNE
T20220023147,-37.800831,144.799733,BRIMBANK
T20220023122,-37.85182,144.993373,STONNINGTON
T20220023175,-36.706913,145.200702,STRATHBOGIE
T20220023177,-37.882713,145.090283,MONASH
T20220023186,-37.825552,144.94471,MELBOURNE
T20220023132,-38.098288,145.175017,FRANKSTON
T20220023128,-38.611456,145.632844,BASS COAST
T20220023115,-37.807104,144.903293,MARIBYRNONG
T20240004615,-37.837399,144.979258,MELBOURNE
T20220023118,-38.009356,145.301033,CASEY
T20230023769,-36.39992,145.411448,GREATER SHEPPARTON
T20220023140,-37.535656,144.905544,HUME
T20220023142,-37.81613,145.0205,BOROONDARA
T20220023145,-37.83659,145.196067,WHITEHORSE
T20220023088,-37.864995,145.237386,KNOX
T20220023217,-36.495323,146.120313,BENALLA
T20220023162,-37.811299,145.008055,YARRA
T20220023163,-37.920171,145.083176,GLEN EIRA
T20220023165,-37.852164,145.135973,WHITEHORSE
T20220023585,-37.796376,144.939968,MELBOURNE
T20220023166,-37.823332,144.97853,MELBOURNE
T20230004014,-36.9146,145.144118,STRATHBOGIE
T20220023567,-36.702623,142.198911,HORSHAM
T20220023577,-37.787596,144.8917,MARIBYRNONG
T20220024742,-37.792982,144.895459,MARIBYRNONG
T20220024738,-38.107105,145.233546,CASEY
T20220023120,-38.453228,145.238975,BASS COAST
T20220023604,-36.61636,144.512478,GREATER BENDIGO
T20220024616,-37.799547,144.862107,MARIBYRNONG
T20220023092,-37.823657,145.095969,BOROONDARA
T20220023925,-37.788649,144.99087,YARRA
T20220023867,-38.395231,145.88279,SOUTH GIPPSLAND
T20230012658,-37.860295,144.984415,PORT PHILLIP
